Data Year,County,Fuel Type,Make,Model,Number of Vehicles
2017,Tehama,PHEV,Chevrolet,Volt,15
2017,Tehama,PHEV,Ford,Fusion Energi,7
2017,Tehama,PHEV,Ford,C-MAX Energi,7
2017,Tehama,PHEV,Toyota,Prius Prime,2
2017,Tehama,PHEV,Toyota,Prius Plug-in Hybrid,3
2017,Tehama,PHEV,Volvo,XC90,1
2017,Trinity,Electric,Ford,Focus,1
2017,Trinity,Electric,Nissan,LEAF,5
2017,Trinity,Bio Diesel,,,96
2017,Trinity,Diesel,,,1266
2017,Trinity,Flex Fuel,,,443
2017,Trinity,Gasoline,,,10428
2017,Trinity,Gasoline Hybrid,,,139
2017,Trinity,PHEV,BMW,i3 REx,1
2017,Trinity,PHEV,Chevrolet,Volt,6
2017,Trinity,PHEV,Chrysler,Pacifica Hybrid,1
2017,Trinity,PHEV,Ford,Fusion Energi,1
2017,Trinity,PHEV,Ford,C-MAX Energi,3
2017,Trinity,PHEV,Toyota,Prius Prime,1
2017,Trinity,PHEV,Toyota,Prius Plug-in Hybrid,3
2017,Tulare,Electric,BMW,i3,2
2017,Tulare,Electric,Chevrolet,Spark EV,6
2017,Tulare,Electric,Chevrolet,Bolt EV,9
2017,Tulare,Electric,FIAT,500e,208
2017,Tulare,Electric,Ford,Ranger,1
2017,Tulare,Electric,Ford,Focus,8
2017,Tulare,Electric,Honda,Clarity Electric,3
2017,Tulare,Electric,Mercedes- Benz,B-Class,1
2017,Tulare,Electric,Mitsubishi,i-MiEV,1
2017,Tulare,Electric,Nissan,LEAF,49
2017,Tulare,Electric,Smart,Fortwo Electric Drive,4
2017,Tulare,Electric,Tesla,Roadster,1
2017,Tulare,Electric,Tesla,Model X,17
2017,Tulare,Electric,Tesla,Model S,55
2017,Tulare,Electric,Tesla,Model 3,1
2017,Tulare,Electric,Toyota,RAV4 EV,1
2017,Tulare,Electric,Volkswagen,e-Golf,3
2017,Tulare,Bio Diesel,,,1336
2017,Tulare,Diesel,,,9898
2017,Tulare,Flex Fuel,,,18641
2017,Tulare,Gasoline,,,265439
2017,Tulare,Gasoline Hybrid,,,3789
2017,Tulare,Natural Gas,,,29
2017,Tulare,PHEV,BMW,X5,3
2017,Tulare,PHEV,BMW,i8,7
2017,Tulare,PHEV,BMW,i3 REx,9
2017,Tulare,PHEV,BMW,5 Series,2
2017,Tulare,PHEV,BMW,3 Series,1
2017,Tulare,PHEV,Cadillac,ELR,4
2017,Tulare,PHEV,Chevrolet,Volt,90
2017,Tulare,PHEV,Chrysler,Pacifica Hybrid,1
2017,Tulare,PHEV,Ford,Fusion Energi,33
2017,Tulare,PHEV,Ford,C-MAX Energi,11
2017,Tulare,PHEV,Hyundai,Sonata Plug-in Hybrid,3
2017,Tulare,PHEV,Kia,Optima Plug-In Hybrid,1
2017,Tulare,PHEV,Mercedes- Benz,S-Class,3
2017,Tulare,PHEV,Porsche,Cayenne,1
2017,Tulare,PHEV,Toyota,Prius Prime,33
2017,Tulare,PHEV,Toyota,Prius Plug-in Hybrid,33
2017,Tulare,PHEV,Volvo,XC90,3
2017,Tulare,PHEV,Volvo,S90,1
2017,Tulare,Propane,,,6
2017,Tuolumne,Electric,BMW,i3,2
2017,Tuolumne,Electric,Chevrolet,Spark EV,1
2017,Tuolumne,Electric,Chevrolet,Bolt EV,3
2017,Tuolumne,Electric,FIAT,500e,1
2017,Tuolumne,Electric,Ford,Focus,1
2017,Tuolumne,Electric,Nissan,LEAF,11
2017,Tuolumne,Electric,Tesla,Model X,4
2017,Tuolumne,Electric,Tesla,Model S,9
2017,Tuolumne,Electric,Toyota,RAV4 EV,1
2017,Tuolumne,Bio Diesel,,,364
2017,Tuolumne,Diesel,,,3791
2017,Tuolumne,Flex Fuel,,,2156
2017,Tuolumne,Gasoline,,,45349
2017,Tuolumne,Gasoline Hybrid,,,809
2017,Tuolumne,Natural Gas,,,4
2017,Tuolumne,PHEV,BMW,i3 REx,3
2017,Tuolumne,PHEV,BMW,5 Series,1
2017,Tuolumne,PHEV,Cadillac,ELR,1
2017,Tuolumne,PHEV,Chevrolet,Volt,24
2017,Tuolumne,PHEV,Ford,Fusion Energi,5
2017,Tuolumne,PHEV,Ford,C-MAX Energi,6
2017,Tuolumne,PHEV,McLaren,P1,1
2017,Tuolumne,PHEV,Porsche,Cayenne,1
2017,Tuolumne,PHEV,Toyota,Prius Prime,7
2017,Tuolumne,PHEV,Toyota,Prius Plug-in Hybrid,12
2017,Tuolumne,PHEV,Volvo,XC90,1
2017,Tuolumne,Propane,,,2
2017,Ventura,Electric,BMW,i3,33
2017,Ventura,Electric,Chevrolet,Spark EV,98
2017,Ventura,Electric,Chevrolet,Bolt EV,254
2017,Ventura,Electric,FIAT,500e,309
2017,Ventura,Electric,Ford,Ranger,8
2017,Ventura,Electric,Ford,Focus,76
2017,Ventura,Electric,Honda,Fit EV,13
2017,Ventura,Electric,Honda,Clarity Electric,18
2017,Ventura,Electric,Hyundai,Ioniq Electric,18
2017,Ventura,Electric,Kia,Soul EV,15
2017,Ventura,Electric,Mercedes- Benz,B-Class,33
2017,Ventura,Electric,Mitsubishi,i-MiEV,4
2017,Ventura,Electric,Nissan,LEAF,340
2017,Ventura,Electric,Smart,Fortwo Electric Drive,28
2017,Ventura,Electric,Tesla,Roadster,9
2017,Ventura,Electric,Tesla,Model X,195
2017,Ventura,Electric,Tesla,Model S,981
2017,Ventura,Electric,Tesla,Model 3,7
2017,Ventura,Electric,Toyota,RAV4 EV,28
2017,Ventura,Electric,Volkswagen,e-Golf,77
2017,Ventura,Bio Diesel,,,1987
2017,Ventura,Diesel,,,15010
2017,Ventura,Hydrogen ,Honda,Clarity Fuel Cell,4
2017,Ventura,Hydrogen ,Toyota,Mirai,16
2017,Ventura,Flex Fuel,,,25390
2017,Ventura,Gasoline,,,588144
2017,Ventura,Gasoline Hybrid,,,23475
2017,Ventura,Natural Gas,,,75
2017,Ventura,PHEV,Audi,A3 Sportback e-tron,92
2017,Ventura,PHEV,BMW,X5,64
2017,Ventura,PHEV,BMW,i8,26
2017,Ventura,PHEV,BMW,i3 REx,271
2017,Ventura,PHEV,BMW,7 Series,12
2017,Ventura,PHEV,BMW,5 Series,40
2017,Ventura,PHEV,BMW,3 Series,41
2017,Ventura,PHEV,Cadillac,ELR,20
2017,Ventura,PHEV,Cadillac,CT6 PLUG-IN Hybrid,26
2017,Ventura,PHEV,Chevrolet,Volt,1453
2017,Ventura,PHEV,Chrysler,Pacifica Hybrid,33
2017,Ventura,PHEV,Fisker,Karma,4
2017,Ventura,PHEV,Ford,Fusion Energi,484
2017,Ventura,PHEV,Ford,C-MAX Energi,345
2017,Ventura,PHEV,Honda,Clarity Plug-In Hybrid,1
2017,Ventura,PHEV,Honda,Accord Plug-In,13
2017,Ventura,PHEV,Hyundai,Sonata Plug-in Hybrid,28
2017,Ventura,PHEV,Kia,Optima Plug-In Hybrid,9
2017,Ventura,PHEV,Mercedes- Benz,S-Class,27
2017,Ventura,PHEV,Mercedes- Benz,GLE,7
2017,Ventura,PHEV,Mercedes- Benz,C-Class,31
2017,Ventura,PHEV,MINI,Countryman Plug-in Hybrid,3
2017,Ventura,PHEV,Porsche,Panamera,19
2017,Ventura,PHEV,Porsche,Cayenne,45
2017,Ventura,PHEV,Toyota,Prius Prime,232
2017,Ventura,PHEV,Toyota,Prius Plug-in Hybrid,363
2017,Ventura,PHEV,Volvo,XC90,30
2017,Ventura,PHEV,Volvo,S90,1
2017,Ventura,Propane,,,13
2017,Yolo,Electric,BMW,i3,2
2017,Yolo,Electric,Chevrolet,Spark EV,21
2017,Yolo,Electric,Chevrolet,Bolt EV,56
2017,Yolo,Electric,FIAT,500e,40
2017,Yolo,Electric,Ford,Ranger,1
2017,Yolo,Electric,Ford,Focus,17
2017,Yolo,Electric,Honda,Fit EV,7
2017,Yolo,Electric,Honda,Clarity Electric,10
2017,Yolo,Electric,Hyundai,Ioniq Electric,1
2017,Yolo,Electric,Kia,Soul EV,8
2017,Yolo,Electric,Mercedes- Benz,B-Class,2
2017,Yolo,Electric,Mitsubishi,i-MiEV,6
2017,Yolo,Electric,Nissan,LEAF,218
2017,Yolo,Electric,Smart,Fortwo Electric Drive,2
2017,Yolo,Electric,Tesla,Roadster,1
2017,Yolo,Electric,Tesla,Model X,33
2017,Yolo,Electric,Tesla,Model S,139
2017,Yolo,Electric,Tesla,Model 3,1
2017,Yolo,Electric,Toyota,RAV4 EV,13
2017,Yolo,Electric,Volkswagen,e-Golf,25
2017,Yolo,Bio Diesel,,,729
2017,Yolo,Diesel,,,4437
2017,Yolo,Hydrogen ,Honda,Clarity Fuel Cell,10
2017,Yolo,Hydrogen ,Toyota,Mirai,20
2017,Yolo,Flex Fuel,,,6279
2017,Yolo,Gasoline,,,122581
2017,Yolo,Gasoline Hybrid,,,6121
2017,Yolo,Natural Gas,,,32
2017,Yolo,PHEV,Audi,A3 Sportback e-tron,9
2017,Yolo,PHEV,BMW,X5,2
2017,Yolo,PHEV,BMW,i8,2
2017,Yolo,PHEV,BMW,i3 REx,14
2017,Yolo,PHEV,BMW,7 Series,1
2017,Yolo,PHEV,BMW,3 Series,5
2017,Yolo,PHEV,Cadillac,ELR,1
2017,Yolo,PHEV,Chevrolet,Volt,268
2017,Yolo,PHEV,Chrysler,Pacifica Hybrid,14
2017,Yolo,PHEV,Ford,Fusion Energi,102
2017,Yolo,PHEV,Ford,C-MAX Energi,81
2017,Yolo,PHEV,Honda,Clarity Plug-In Hybrid,3
2017,Yolo,PHEV,Honda,Accord Plug-In,14
2017,Yolo,PHEV,Hyundai,Sonata Plug-in Hybrid,7
2017,Yolo,PHEV,Kia,Optima Plug-In Hybrid,2
2017,Yolo,PHEV,Porsche,Panamera,2
2017,Yolo,PHEV,Porsche,Cayenne,7
2017,Yolo,PHEV,Porsche,918 Spyder,1
2017,Yolo,PHEV,Toyota,Prius Prime,78
2017,Yolo,PHEV,Toyota,Prius Plug-in Hybrid,118
2017,Yolo,PHEV,Volvo,XC90,8
2017,Yolo,PHEV,Volvo,XC60,2
2017,Yolo,Propane,,,8
2017,Yuba,Electric,Chevrolet,Bolt EV,4
2017,Yuba,Electric,FIAT,500e,2
2017,Yuba,Electric,Ford,Focus,1
2017,Yuba,Electric,Kia,Soul EV,1
2017,Yuba,Electric,Mercedes- Benz,B-Class,1
2017,Yuba,Electric,Nissan,LEAF,10
2017,Yuba,Electric,Tesla,Model X,1
2017,Yuba,Electric,Tesla,Model S,6
2017,Yuba,Electric,Volkswagen,e-Golf,1
2017,Yuba,Bio Diesel,,,324
2017,Yuba,Diesel,,,2613
2017,Yuba,Flex Fuel,,,2556
2017,Yuba,Gasoline,,,44959
2017,Yuba,Gasoline Hybrid,,,1018
2017,Yuba,Natural Gas,,,4
2017,Yuba,PHEV,BMW,i3 REx,2
2017,Yuba,PHEV,Chevrolet,Volt,30
2017,Yuba,PHEV,Chrysler,Pacifica Hybrid,1
2017,Yuba,PHEV,Ford,Fusion Energi,12
2017,Yuba,PHEV,Ford,C-MAX Energi,6
2017,Yuba,PHEV,Hyundai,Sonata Plug-in Hybrid,1
2017,Yuba,PHEV,Mercedes- Benz,S-Class,1
2017,Yuba,PHEV,Toyota,Prius Prime,12
2017,Yuba,PHEV,Toyota,Prius Plug-in Hybrid,9
2017,Yuba,Propane,,,3
2017,Out Of State,Electric,BMW,i3,9
2017,Out Of State,Electric,Chevrolet,Spark EV,14
2017,Out Of State,Electric,Chevrolet,Bolt EV,30
2017,Out Of State,Electric,FIAT,500e,61
2017,Out Of State,Electric,Ford,Transit Connect Electric,1
2017,Out Of State,Electric,Ford,Ranger,2
2017,Out Of State,Electric,Ford,Focus,36
2017,Out Of State,Electric,Hyundai,Ioniq Electric,2
2017,Out Of State,Electric,Kia,Soul EV,10
2017,Out Of State,Electric,Mercedes- Benz,B-Class,34
2017,Out Of State,Electric,Mitsubishi,i-MiEV,38
2017,Out Of State,Electric,Nissan,LEAF,45
2017,Out Of State,Electric,Smart,Fortwo Electric Drive,9
2017,Out Of State,Electric,Tesla,Roadster,7
2017,Out Of State,Electric,Tesla,Model X,207
2017,Out Of State,Electric,Tesla,Model S,519
2017,Out Of State,Electric,Toyota,RAV4 EV,12
2017,Out Of State,Electric,Volkswagen,e-Golf,32
2017,Out Of State,Bio Diesel,,,2327
2017,Out Of State,Diesel,,,4150
2017,Out Of State,Hydrogen ,Toyota,Mirai,2
2017,Out Of State,Flex Fuel,,,69518
2017,Out Of State,Gasoline,,,352374
2017,Out Of State,Gasoline Hybrid,,,15947
2017,Out Of State,Natural Gas,,,1196
2017,Out Of State,PHEV,Audi,A3 Sportback e-tron,9
2017,Out Of State,PHEV,BMW,X5,39
2017,Out Of State,PHEV,BMW,i8,38
2017,Out Of State,PHEV,BMW,i3 REx,52
2017,Out Of State,PHEV,BMW,5 Series,21
2017,Out Of State,PHEV,BMW,3 Series,8
2017,Out Of State,PHEV,Cadillac,ELR,6
2017,Out Of State,PHEV,Cadillac,CT6 PLUG-IN Hybrid,1
2017,Out Of State,PHEV,Chevrolet,Volt,242
2017,Out Of State,PHEV,Chrysler,Pacifica Hybrid,77
2017,Out Of State,PHEV,Fisker,Karma,2
2017,Out Of State,PHEV,Ford,Fusion Energi,200
2017,Out Of State,PHEV,Ford,C-MAX Energi,84
2017,Out Of State,PHEV,Honda,Clarity Plug-In Hybrid,1
2017,Out Of State,PHEV,Honda,Accord Plug-In,1
2017,Out Of State,PHEV,Hyundai,Sonata Plug-in Hybrid,16
2017,Out Of State,PHEV,Kia,Optima Plug-In Hybrid,2
2017,Out Of State,PHEV,McLaren,P1,1
2017,Out Of State,PHEV,Mercedes- Benz,S-Class,23
2017,Out Of State,PHEV,Mercedes- Benz,GLE,9
2017,Out Of State,PHEV,Mercedes- Benz,C-Class,19
2017,Out Of State,PHEV,Porsche,Panamera,6
2017,Out Of State,PHEV,Porsche,Cayenne,6
2017,Out Of State,PHEV,Porsche,918 Spyder,4
2017,Out Of State,PHEV,Toyota,Prius Prime,47
2017,Out Of State,PHEV,Toyota,Prius Plug-in Hybrid,86
2017,Out Of State,PHEV,Volvo,XC90,50
2017,Out Of State,Propane,,,7
2018,Alameda,Electric,BMW,i3,326
2018,Alameda,Electric,Chevrolet,Spark EV,433
2018,Alameda,Electric,Chevrolet,Bolt EV,2268
2018,Alameda,Electric,FIAT,500e,715
2018,Alameda,Electric,Ford,Transit Connect Electric,1
2018,Alameda,Electric,Ford,Ranger,3
2018,Alameda,Electric,Ford,Focus,235
2018,Alameda,Electric,Honda,Fit EV,33
2018,Alameda,Electric,Honda,Clarity Electric,131
2018,Alameda,Electric,Hyundai,Ioniq Electric,5
2018,Alameda,Electric,Jaguar,I-PACE,5
2018,Alameda,Electric,Kia,Soul EV,232
2018,Alameda,Electric,Mercedes- Benz,B-Class,187
2018,Alameda,Electric,Mitsubishi,i-MiEV,32
2018,Alameda,Electric,Nissan,LEAF,4265
2018,Alameda,Electric,Smart,Fortwo Electric Drive,133
2018,Alameda,Electric,Tesla,Roadster,32
2018,Alameda,Electric,Tesla,Model X,1568
2018,Alameda,Electric,Tesla,Model S,3927
2018,Alameda,Electric,Tesla,Model 3,4604
2018,Alameda,Electric,Toyota,RAV4 EV,110
2018,Alameda,Electric,Volkswagen,e-Golf,1176
2018,Alameda,Bio Diesel,,,2053
2018,Alameda,Diesel,,,13668
2018,Alameda,Hydrogen ,Honda,Clarity Fuel Cell,126
2018,Alameda,Hydrogen ,Hyundai,Tucson Fuel Cell,1
2018,Alameda,Hydrogen ,Toyota,Mirai,216
2018,Alameda,Flex Fuel,,,31952
2018,Alameda,Gasoline,,,999778
2018,Alameda,Gasoline Hybrid,,,63355
2018,Alameda,Natural Gas,,,308
2018,Alameda,PHEV,Audi,A3 Sportback e-tron,413
2018,Alameda,PHEV,BMW,X5,144
2018,Alameda,PHEV,BMW,i8,33
2018,Alameda,PHEV,BMW,i3 REx,802
2018,Alameda,PHEV,BMW,7 Series,10
2018,Alameda,PHEV,BMW,5 Series,327
2018,Alameda,PHEV,BMW,3 Series,110
2018,Alameda,PHEV,Cadillac,ELR,30
2018,Alameda,PHEV,Cadillac,CT6 PLUG-IN Hybrid,3
2018,Alameda,PHEV,Chevrolet,Volt,4367
2018,Alameda,PHEV,Chrysler,Pacifica Hybrid,330
2018,Alameda,PHEV,Fisker,Karma,11
2018,Alameda,PHEV,Ford,Fusion Energi,1127
2018,Alameda,PHEV,Ford,C-MAX Energi,805
2018,Alameda,PHEV,Honda,Clarity Plug-In Hybrid,635
2018,Alameda,PHEV,Honda,Accord Plug-In,63
2018,Alameda,PHEV,Hyundai,Sonata Plug-in Hybrid,90
2018,Alameda,PHEV,Hyundai,Ioniq Plug-in Hybrid,65
2018,Alameda,PHEV,Karma,Revero,1
2018,Alameda,PHEV,Kia,Optima Plug-In Hybrid,63
2018,Alameda,PHEV,Kia,Niro Plug-In Hybrid,209
2018,Alameda,PHEV,Mercedes- Benz,S-Class,24
2018,Alameda,PHEV,Mercedes- Benz,GLE,27
2018,Alameda,PHEV,Mercedes- Benz,GLC,28
2018,Alameda,PHEV,Mercedes- Benz,C-Class,95
2018,Alameda,PHEV,MINI,Countryman Plug-in Hybrid,26
2018,Alameda,PHEV,Mitsubishi,Outlander PHEV,78
2018,Alameda,PHEV,Porsche,Panamera,36
2018,Alameda,PHEV,Porsche,Cayenne,62
2018,Alameda,PHEV,Toyota,Prius Prime,1583
2018,Alameda,PHEV,Toyota,Prius Plug-in Hybrid,2179
2018,Alameda,PHEV,Volvo,XC90,115
2018,Alameda,PHEV,Volvo,XC60,70
2018,Alameda,PHEV,Volvo,S90,7
2018,Alameda,Propane,,,29
2018,Alpine,Electric,Chevrolet,Bolt EV,2
2018,Alpine,Bio Diesel,,,10
2018,Alpine,Diesel,,,106
2018,Alpine,Flex Fuel,,,66
2018,Alpine,Gasoline,,,1321
2018,Alpine,Gasoline Hybrid,,,26
2018,Alpine,PHEV,BMW,5 Series,1
2018,Alpine,PHEV,Chrysler,Pacifica Hybrid,1
2018,Amador,Electric,Chevrolet,Bolt EV,11
2018,Amador,Electric,FIAT,500e,2
2018,Amador,Electric,Ford,Focus,1
2018,Amador,Electric,Honda,Clarity Electric,1
2018,Amador,Electric,Kia,Soul EV,2
2018,Amador,Electric,Nissan,LEAF,13
2018,Amador,Electric,Tesla,Model S,9
2018,Amador,Electric,Tesla,Model 3,9
2018,Amador,Electric,Toyota,RAV4 EV,2
2018,Amador,Bio Diesel,,,361
2018,Amador,Diesel,,,3091
2018,Amador,Flex Fuel,,,1615
2018,Amador,Gasoline,,,32700
2018,Amador,Gasoline Hybrid,,,756
2018,Amador,Natural Gas,,,3
2018,Amador,PHEV,Audi,A3 Sportback e-tron,1
2018,Amador,PHEV,BMW,X5,1
2018,Amador,PHEV,BMW,i3 REx,1
2018,Amador,PHEV,Chevrolet,Volt,26
2018,Amador,PHEV,Ford,Fusion Energi,11
2018,Amador,PHEV,Ford,C-MAX Energi,12
2018,Amador,PHEV,Honda,Clarity Plug-In Hybrid,1
2018,Amador,PHEV,Honda,Accord Plug-In,2
2018,Amador,PHEV,Hyundai,Sonata Plug-in Hybrid,1
2018,Amador,PHEV,Hyundai,Ioniq Plug-in Hybrid,2
2018,Amador,PHEV,Kia,Niro Plug-In Hybrid,2
2018,Amador,PHEV,Mercedes- Benz,GLE,2
2018,Amador,PHEV,Toyota,Prius Prime,11
2018,Amador,PHEV,Toyota,Prius Plug-in Hybrid,4
2018,Amador,PHEV,Volvo,XC90,1
2018,Amador,Propane,,,7
2018,Butte,Electric,BMW,i3,7
2018,Butte,Electric,Chevrolet,Spark EV,5
2018,Butte,Electric,Chevrolet,Bolt EV,22
2018,Butte,Electric,FIAT,500e,7
2018,Butte,Electric,Ford,Ranger,1
2018,Butte,Electric,Ford,Focus,3
2018,Butte,Electric,Mercedes- Benz,B-Class,1
2018,Butte,Electric,Nissan,LEAF,53
2018,Butte,Electric,Smart,Fortwo Electric Drive,4
2018,Butte,Electric,Tesla,Model X,15
2018,Butte,Electric,Tesla,Model S,55
2018,Butte,Electric,Tesla,Model 3,59
2018,Butte,Electric,Toyota,RAV4 EV,3
2018,Butte,Electric,Volkswagen,e-Golf,6
2018,Butte,Bio Diesel,,,1739
2018,Butte,Diesel,,,8276
2018,Butte,Flex Fuel,,,7703
2018,Butte,Gasoline,,,139778
2018,Butte,Gasoline Hybrid,,,4158
2018,Butte,Natural Gas,,,2
2018,Butte,PHEV,Audi,A3 Sportback e-tron,1
2018,Butte,PHEV,BMW,X5,4
2018,Butte,PHEV,BMW,i3 REx,12
2018,Butte,PHEV,BMW,5 Series,1
2018,Butte,PHEV,BMW,3 Series,1
2018,Butte,PHEV,Cadillac,ELR,1
2018,Butte,PHEV,Chevrolet,Volt,84
2018,Butte,PHEV,Chrysler,Pacifica Hybrid,10
2018,Butte,PHEV,Ford,Fusion Energi,32
2018,Butte,PHEV,Ford,C-MAX Energi,37
2018,Butte,PHEV,Honda,Clarity Plug-In Hybrid,12
2018,Butte,PHEV,Honda,Accord Plug-In,1
2018,Butte,PHEV,Hyundai,Sonata Plug-in Hybrid,4
2018,Butte,PHEV,Hyundai,Ioniq Plug-in Hybrid,5
2018,Butte,PHEV,Kia,Optima Plug-In Hybrid,1
2018,Butte,PHEV,Kia,Niro Plug-In Hybrid,5
2018,Butte,PHEV,Mercedes- Benz,GLE,1
2018,Butte,PHEV,Mercedes- Benz,C-Class,4
2018,Butte,PHEV,MINI,Countryman Plug-in Hybrid,1
2018,Butte,PHEV,Toyota,Prius Prime,69
2018,Butte,PHEV,Toyota,Prius Plug-in Hybrid,55
2018,Butte,PHEV,Volvo,XC90,6
2018,Butte,Propane,,,10
2018,Calaveras,Electric,Chevrolet,Spark EV,5
2018,Calaveras,Electric,Chevrolet,Bolt EV,7
2018,Calaveras,Electric,FIAT,500e,2
2018,Calaveras,Electric,Nissan,LEAF,9
2018,Calaveras,Electric,Tesla,Roadster,1
2018,Calaveras,Electric,Tesla,Model X,7
2018,Calaveras,Electric,Tesla,Model S,17
2018,Calaveras,Electric,Tesla,Model 3,15
2018,Calaveras,Electric,Toyota,RAV4 EV,2
2018,Calaveras,Bio Diesel,,,469
2018,Calaveras,Diesel,,,4329
2018,Calaveras,Flex Fuel,,,2180
2018,Calaveras,Gasoline,,,42448
2018,Calaveras,Gasoline Hybrid,,,1018
2018,Calaveras,Natural Gas,,,2
2018,Calaveras,PHEV,Audi,A3 Sportback e-tron,2
2018,Calaveras,PHEV,BMW,i8,1
2018,Calaveras,PHEV,BMW,i3 REx,2
2018,Calaveras,PHEV,BMW,5 Series,2
2018,Calaveras,PHEV,BMW,3 Series,1
2018,Calaveras,PHEV,Cadillac,ELR,1
2018,Calaveras,PHEV,Chevrolet,Volt,39
2018,Calaveras,PHEV,Chrysler,Pacifica Hybrid,2
2018,Calaveras,PHEV,Fisker,Karma,1
2018,Calaveras,PHEV,Ford,Fusion Energi,15
2018,Calaveras,PHEV,Ford,C-MAX Energi,8
2018,Calaveras,PHEV,Hyundai,Sonata Plug-in Hybrid,1
2018,Calaveras,PHEV,Hyundai,Ioniq Plug-in Hybrid,1
2018,Calaveras,PHEV,Kia,Optima Plug-In Hybrid,1
2018,Calaveras,PHEV,Kia,Niro Plug-In Hybrid,3
2018,Calaveras,PHEV,Mercedes- Benz,S-Class,1
2018,Calaveras,PHEV,Mercedes- Benz,GLE,1
2018,Calaveras,PHEV,MINI,Countryman Plug-in Hybrid,1
2018,Calaveras,PHEV,Toyota,Prius Prime,11
2018,Calaveras,PHEV,Toyota,Prius Plug-in Hybrid,18
2018,Calaveras,Propane,,,6
2018,Colusa,Electric,Chevrolet,Bolt EV,2
2018,Colusa,Electric,Tesla,Model S,1
2018,Colusa,Electric,Tesla,Model 3,1
2018,Colusa,Bio Diesel,,,418
2018,Colusa,Diesel,,,1155
2018,Colusa,Flex Fuel,,,1444
2018,Colusa,Gasoline,,,15192
2018,Colusa,Gasoline Hybrid,,,209
2018,Colusa,Natural Gas,,,1
2018,Colusa,PHEV,Chevrolet,Volt,5
2018,Colusa,PHEV,Chrysler,Pacifica Hybrid,1
2018,Colusa,PHEV,Ford,Fusion Energi,2
2018,Colusa,PHEV,Ford,C-MAX Energi,1
2018,Colusa,PHEV,Kia,Optima Plug-In Hybrid,1
2018,Colusa,PHEV,Toyota,Prius Prime,6
2018,Colusa,PHEV,Toyota,Prius Plug-in Hybrid,1
2018,Colusa,Propane,,,6
2018,Contra Costa,Electric,BMW,i3,147
2018,Contra Costa,Electric,Chevrolet,Spark EV,150
2018,Contra Costa,Electric,Chevrolet,Bolt EV,917
2018,Contra Costa,Electric,FIAT,500e,316
2018,Contra Costa,Electric,Ford,Focus,192
2018,Contra Costa,Electric,Honda,Fit EV,25
2018,Contra Costa,Electric,Honda,Clarity Electric,55
2018,Contra Costa,Electric,Hyundai,Ioniq Electric,8
2018,Contra Costa,Electric,Jaguar,I-PACE,9
2018,Contra Costa,Electric,Kia,Soul EV,106
2018,Contra Costa,Electric,Mercedes- Benz,B-Class,85
2018,Contra Costa,Electric,Mitsubishi,i-MiEV,11
2018,Contra Costa,Electric,Nissan,LEAF,1562
2018,Contra Costa,Electric,Smart,Fortwo Electric Drive,55
2018,Contra Costa,Electric,Tesla,Roadster,19
2018,Contra Costa,Electric,Tesla,Model X,901
2018,Contra Costa,Electric,Tesla,Model S,2542
2018,Contra Costa,Electric,Tesla,Model 3,2317
2018,Contra Costa,Electric,Toyota,RAV4 EV,73
2018,Contra Costa,Electric,Volkswagen,e-Golf,401
2018,Contra Costa,Bio Diesel,,,2641
2018,Contra Costa,Diesel,,,14894
2018,Contra Costa,Hydrogen ,Honda,Clarity Fuel Cell,72
2018,Contra Costa,Hydrogen ,Hyundai,Tucson Fuel Cell,1
2018,Contra Costa,Hydrogen ,Toyota,Mirai,95
2018,Contra Costa,Flex Fuel,,,29790
2018,Contra Costa,Gasoline,,,763981
2018,Contra Costa,Gasoline Hybrid,,,40932
2018,Contra Costa,Natural Gas,,,214
2018,Contra Costa,PHEV,Audi,A3 Sportback e-tron,189
2018,Contra Costa,PHEV,BMW,X5,105
2018,Contra Costa,PHEV,BMW,i8,33
2018,Contra Costa,PHEV,BMW,i3 REx,412
2018,Contra Costa,PHEV,BMW,7 Series,7
2018,Contra Costa,PHEV,BMW,5 Series,207
2018,Contra Costa,PHEV,BMW,3 Series,77
2018,Contra Costa,PHEV,Cadillac,ELR,24
2018,Contra Costa,PHEV,Cadillac,CT6 PLUG-IN Hybrid,9
2018,Contra Costa,PHEV,Chevrolet,Volt,2197
2018,Contra Costa,PHEV,Chrysler,Pacifica Hybrid,149
2018,Contra Costa,PHEV,Fisker,Karma,2
2018,Contra Costa,PHEV,Ford,Fusion Energi,1209
2018,Contra Costa,PHEV,Ford,C-MAX Energi,605
2018,Contra Costa,PHEV,Honda,Clarity Plug-In Hybrid,327
2018,Contra Costa,PHEV,Honda,Accord Plug-In,50
2018,Contra Costa,PHEV,Hyundai,Sonata Plug-in Hybrid,102
2018,Contra Costa,PHEV,Hyundai,Ioniq Plug-in Hybrid,51
2018,Contra Costa,PHEV,Karma,Revero,1
2018,Contra Costa,PHEV,Kia,Optima Plug-In Hybrid,29
2018,Contra Costa,PHEV,Kia,Niro Plug-In Hybrid,117
2018,Contra Costa,PHEV,Mercedes- Benz,S-Class,23
2018,Contra Costa,PHEV,Mercedes- Benz,GLE,22
2018,Contra Costa,PHEV,Mercedes- Benz,GLC,15
2018,Contra Costa,PHEV,Mercedes- Benz,C-Class,50
2018,Contra Costa,PHEV,MINI,Countryman Plug-in Hybrid,17
2018,Contra Costa,PHEV,Mitsubishi,Outlander PHEV,45
